Tweets,Label
"  Dibantu oleh Shopee 🤭 Tiktok shop kemarin buru ditutup sebelum 11.11, demi oranye kah ? 🤭 Kalau kita punya ilmu dan experience, ngomong bisa enak bin lancar Kalau terbata"" biasanya selain antitesa di atas juga dibuat"" dan ga sesuai hati 🤭""",Positif
"Tiktok Shop Resmi Ditutup, Apa Dampaknya Bagi Para Pedagang Pasar Bauntung Bajarbaru? ",Negatif
" Sejak tiktok shop ditutup, brg2 dari china di shopee aksesnya ditutup juga",Negatif
MENENGGOK PENGRAJIN SANDAL DI KOTA MOJOKERTO PASCA TIKTOK SHOP RESMI DITUTUP ,Negatif
Kemendag: Tiktok Shop Tidak Ditutup Tapi Ditata -  ,Positif
"Halo, Teman Tangerang! 👋  Setelah TikTok Shop resmi ditutup pada 4 Oktober lalu, sekarang muncul tanda-tanda TikTok Shop akan balik lagi, nih.         ",Negatif
" Toko luar negeri di shopee udah ditutup, bareng pas penutupan tiktok shop lalu T-T",Negatif
"Lebih banyak online, bisa 70% dari online, mulainya dari Instagram terus ke TikTok Shop sebelum ditutup. Ramai jualan di TikTok, kirim ke luar sering luar NTT banyak ke Kalimantan, bahkan Papua,"" ujar Vita kepada Tim Jelajah Sinyal, dikutip Minggu (3/11/2023).""",Positif
"    Kebanyakan kurir nya maling kak.. Baru kemarin setelah dpt ganti rugi dari shope senilai 30% dari hrg produk, akhirnya customer ku cerita klo brg cod sdh sampai dan pembayaran cod masuk ke rek pribadi kurir... skrg kurir jnt byk yg jdi maling sejak tiktok shop ditutup,",Positif
 Iya ternyata ga cocok aku huft mana belinya kemarin kayak beli 1 free 1… jadi mubadzir banget. OKE MAKASIH BANYAK LINKJNYAA NES CHAN :3  3W clinic tu kemarin aku dibeliin temen dari tiktok shop nah… sebelum tt sempet ditutup kemarin. Terus gapaham kemana😭,Positif
" Tiktok Shop ditutup karena di luar perizinan aplikasi sebagai media sosial. Terus, kayaknya gak mungkin Shopee sama Tokopedia ditutup, karena keduanya memang aplikasi jual-beli.",Negatif
"Setelah resmi ditutup pada Oktober 2023 lalu, kehadiran kembali TikTok Shop menjadi momentum yang ditunggu-tunggu oleh banyak konsumennya. ",Positif
"     giant n market lainnya itu kena destruksinya e-commerce, hedop olshop!! giant milih tutup ya karena udah ga nguntungin, time to revolve. ga kyk tanah abang yg akhirnya 'dilindungi' pas tiktok shop ditutup.  gw pro mesin, boikot, e-commerce! kalian pada kemana your ass!",Negatif
" Belajar dari TikTok aja deh, Pasar Penjualan Offline juga ga ada kemajuan semenjak TT Shop ditutup. Masyarakat Indo tuh ga bisa kalo cuma “dilarang” aja, harus ada alternatif inovasi atau trigger inovasi untuk menumbuhkan ekonomi di sektor offline nya.",Negatif
"Setelah resmi ditutup pada 4 Oktober 2023, TikTok Shop dikabarkan akan lahir kembali. Kali ini tidak terikat dengan TikTok itu sendiri. ",Negatif
Untung atau Rugi TikTok Shop Ditutup? ,Negatif
shop.  Terus kenapa sih tiktok shop itu ditutup?  Buat yang penasaran silahkan disimak ya...  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -    ,Negatif
"[E-NEWS]  Masih ingat tiktok shop yang ramai diberitakan akan ditutup?  Gimana nih tanggapan kalian tentang penutupan tiktok shop itu?  Seperti yang kita ketahui, saat ini banyak sekali marketplace online yang digunakan masyarakat umum untuk belanja. Salah satunya adalah tiktok ",Positif
Kondisi Terkini Pasar Tanah Abang Usai TikTok Shop Ditutup ,Negatif
"  Kek saya ini, mayoritas masalah isu nasional nggak paham, nggak terlalu tau contoh kek tiktok shop ditutup, omnimbuslaw, rembang, wadas, hilirisasi, freeport, ikn dll, mayoritas nggak terlalu paham, palingan baca sekilas",Negatif
Wakil Menteri Perdagangan Jerry Sambuaga mengungkapkan TikTok sedang mengurus izin e-commerce di Indonesia.  Hal itu dilakukan setelah TikTok Shop ditutup sejak Oktober lalu lantaran menjadi platform media sosial yang melakukan transaksi sebagaimana e-commerce.   ,Negatif
"Sebelumnya, TikTok Shop resmi ditutup di Indonesia pada Rabu (4/10/2023). TikTok Shop terbelit persoalan perizinan dalam Permendag 31/2023 yang melarang penggabungan media sosial dengan e-commerce karena berpotensi memonopoli pasar.",Negatif
Menkop Minta Aturan TikTok Shop Ditutup Direvisi Lagi : Okezone Economy ,Positif
"kalo ada yang masih inget sama akun-akun penipu yang nge-chat TikTok Shop kantor gue, since TTS udah ditutup mereka keliatannya beralih ke Lazada deh 🥲🥲  seperti biasa mereka minta no wa seller. tapi uniknya, sekarang mereka nyantumin no wa mereka sendiri dengan sukarela wkwk ",Positif
   Membanjiri sampai tiktok shop ditutup yang katanya impor murah.,Positif
"Tiktok Shop tidak ditutup, melainkan dalam proses penataan kembali.    ",Positif
"KONDISI Terkini Pasar Tanah Abang seusai TikTok Shop Resmi Ditutup, Disebut Tetap Masih Sepi ",Negatif
 Gimana pendapat lu soal tiktok shop ditutup tapi rekening dibuka?,Negatif
"Tiktok Shop tidak ditutup, melainkan dalam proses penataan kembali.     ",Positif
Respon karyawan Shopee yang udah terlanjur party pas tiktok shop ditutup setelah baca dia rivalnya bergabung: ,Negatif
Recap 2023 - Buruh harian lepas - Supplier bakul di Bandung - Jadi seller di tiktok shop - Full mumet karena tiktok shop ditutup - Supplier bakul di Jakarta - Full mumet karena bakul lost contact - Jualan kebab,Positif
"Tiktok Shop tidak ditutup, melainkan dalam proses penataan kembali   ",Positif
"Tiktok Shop akan segera beroperasi kembali di Indonesia, setelah sebelumnya ditutup oleh pemerintah namun dengan syarat menggunakan strategi B2B(bergabung dengan e-commerce lokal). Tiktok Shop bisa menjadi salah satu alternatif media pemasaran yang efektif, tapi tidak bisa… ",Positif
Kemendag Luruskan Tiktok Shop Tidak Ditutup tapi Ditata   ,Positif
Kemendag luruskan Tiktok Shop tidak ditutup tapi ditata ,Positif
Kemendag Luruskan Tiktok Shop Tidak Ditutup Tapi Ditata  ,Positif
"Kemendag meluruskan bahwa Tiktok Shop tidak ditutup, melainkan dalam proses penataan kembali.  ",Positif
"Oh begitu …  Jadi apakah penyebab tiktok shop ditutup, karena ada yang roboh? 😅",Negatif
" Mufti Aimah     : Setelah Tiktok Shop ditutup, pasar dan toko juga tetap sepi, harapan kami selain Tiktok Shop ditutup, masyarakat yang di pasar juga perlu diedukasi agar melek terhadap dunia digital. Apakah benar Tiktok Shop akan dibuka? ...(1)",Positif
"Pasca TikTok Shop Ditutup, Teten Sebut 20 Persen Pembeli Beralih ke Tokopedia, Shopee, dkk  ",Negatif
"TikTok Shop itu saya dengar akan dibuka kembali. Nah, kenapa ini ibarat pemerintah seperti plin plan, kemarin ditutup sekarang dibuka, nanti ditutup, dibuka lagi,"" kata Anggota Komisi VI DPR RI Fraksi PDIP Mufti Anam.  ",Negatif
"Seperti diketahui, TikTok Shop resmi ditutup di Indonesia terhitung efektif sejak 4 Oktober 2023. Keputusan itu diambil menyusul ditetapkannya Permendag 31 Tahun 2023 yang melarang platform media sosial berperan ganda sebagai e-commerce.",Positif
"Tiktok shop ditutup. Ngefek ke aliexpress ternyata. Plis saya sbg buyer barang komponen riset dari china, jujur kebingungan.  ",Negatif
"•BARIS BERSUA•  Halo, Sobat BARIS !  Tiktok shop yang merupakan salah satu e-commerence di Indonesia yang ramai digunakan harus terancam ditutup pada tanggal  4 Oktober 2023 kemarin. ",Positif
"Sempat Ditutup Pemerintah, TikTok Shop Siap Beroperasi Kembali Kolaborasi dengan E-commerce Lokal       ",Positif
" Nais bgt, TikTok shop yg bener² bisa bermanfaat malah ditutup. Ini kok belum ada penindakan?",Positif
tiktok shop masih ditutup ga sih?,Negatif
"New Compas Market Insight Report akan membongkar data pertumbuhan market FMCG di berbagai e-commerce, 1 bulan setelah TikTok Shop ditutup! Stay tuned!✨  Teman-teman penasaran untuk lihat data di e-commerce mana?👀     ",Negatif
"6. TIKTOK SHOP AKAN DIMANSUHKAN DI MALAYSIA ⚠️  Isu ini hangat didebatkan. Cuma, pilihlah mahu jadi yang mana satu.  Mahu jadi orang yang sudah dapat jutaan sales ketika Tiktok Shop ditutup?  Atau mahu jadi orang yang tersenyum sinis dan bangga kerana ramalan anda jadi kenyataan?",Positif
   tiktok shop yg ditutup marketplace doang tp ga melarang mereka jualan di platform lain kan? liat si hijau merah dan orange masih buka dan masih bisa jualan  kalo kasus ini beda  orng menolak beli barang yg dikaitkan sama itu" jadi omset penjualan turun dan dampaknya seperti ini",Negatif
"Terkuak! Ini Rencana TikTok Shop Mau Buka Lagi di RI  Setelah sebelumnya ditutup pada 4 Oktober lalu, TikTok Shop berencana dibuka lagi! Begini penjelasan dari Kemenkop UKM:  &gt &gt    ",Negatif
"TikTok berencana membuka kembali TikTok Shop, setelah sebelumnya ditutup pada 4 Oktober lalu. ",Negatif
"hampir jalan 2 bulan tiktok shop ditutup berasa bgt ini seretttt duid:) tabungan udah habis, kemaren"" pujiTuhan ada aja uang komisi penjualan dari tt skrg g bisa lagi:"") mana endorse an g serame waktu ada tt shop🥹 manaa blm ada kerjaan tetap jugaa aaa tidak🥲🥲🥲""",Positif
 Giliran tiktok shop buat naikin umkm ditutup. Giliran live beginian dibiarin aja. Emang koplak ini pemerentah! 😵‍💫😵‍💫😵‍💫,Positif
Menurut pendapat kalian gimana nih sobat Full Stack? kalian setuju atau enggak sih kalo Tiktok Shop ditutup?  Tulis pendapat kalian di kolom komen ya!          ,Positif
 sebelum tiktok shop ditutup memang selalu pakai shopee,Negatif
 Kalian pikir tiktok shop ditutup karena peduli pedagang kecil?   HAHAHAHAHAHAHAAAA,Negatif
"TikTok Shop Ditutup, Transaksi Shopee Melonjak Jadi Rp 311 Triliun ",Negatif
"Katanya TikTok shop ditutup karena umkm indonesia terganggu atas keberadaannya, saya jual mesin umkm jadi terdampak. Banyak folower ribet belinya. Mungkin di X ini ada yang mau beli mesin² kami   ",Negatif
"  Ngga. Kemarin tuh kan ada rame soal project S, yg brand-brand china ngakunya merk lokal. Yang jadi salah satu alasan jg kena tiktok shop ditutup.",Negatif
"Pusing buka Instagram yg muncul malah live jualan, ini gegara TikTok Shop ditutup jadi gini. Bukan ga boleh tp aku pusing liatnya, aku biasa liatin story orang2 diawal ini malah liat live banyak banget",Positif
 Untuk ditutup TikTok Shop,Negatif
"TikTok emang platform media sosial yang menarik abis dgn keranjang kuningnya😁  Penjelasan Kemendag Soal Kapan TikTok Shop Dibuka Kembali 2023, Cek Alasan dan Kenapa Ditutup   ",Positif
Morningggg  aplikasi cari cewe open BO. Tiktok Shop yang bikin ibu ibu punya penghasilan tambahan malah ditutup.  disalahgunakan utk prostitusi online. Nih kisah keglbkan laki. Refi Purnomo.  ,Negatif
" DI TIKTOK SHOP, CUMA KN UDH DITUTUP 😞😞",Negatif
"Tiktok shop udh ditutup, terus bermuncullah caleg2 di negri konoha sok peduli mintain pendapat umkm A lah B lah agar terlihat paling mendengarkan. Gimmick basi yg masih laku sampe 2023.",Negatif
"random question, gimana ya perkembangan perekonomian penjual tanah abang sekarang setelah tiktok shop ditutup?",Negatif
"finally my reels' algorithm is baackkkkk🥹💗 kemarin2 semenjak tiktok shop ditutup itu ga tau kenapa video2 yang muncul indo SEMUA.  aesthetically-pleasing-kinda video dr luar ga muncul sama sekali, dan sekarang kembali yayyyyyssszzzs",Negatif
" Gaakan, tiktok shop ditutup pun jutaan orang kena dampak jadi pengangguran, pemerintah tidak ngasih solusi apa apa",Negatif
" udahlah kemarin pengangguran banyak grgr Tiktok Shop ditutup, skrg ini juga, aku yg kena lay off karena Tiktok Shop ditutup jadi mikirin gimana nasib pegawainya, semoga aja ngga kena layoff, karena ngrasain bgt ketika udh bergantung ke kerjaan tbtb di lay off :(",Negatif
Perilaku Konsumtif Jadi Alasan TikTok Shop Ditutup? ,Negatif
"dpt tugas disuruh kasi pendapat sepakat apa engga tiktok shop ditutup, gimana yh ak ga ada pendapat lg bjir 💔 kenapa ga nanyain pendapat ttg newjeans yh, kalo nanya itu kn ak jawabnya lancar jaya",Positif
"    iya, yg dikira akan diregulasi, malah ditutup. umkm malah jadi mati.  klo di ijo/ orenz, kurg paham sy, apakah harga/ diskonnya sama kaya jualan di tiktokshop atau gak. klo yg sy tau sih, di tiktok shop itu banyak produk yg harganya jauh lebih murah dibanding lokal. cmiiw",Positif
"shopee apaan banget dah ongkir nya mahal banget, mentang-mentang tiktok Shop ditutup malah naikin ongkirnya 🥴",Negatif
Jaman tiktok shop belom ditutup,Negatif
Kenapa TikTok Shop Ditutup? cek penyebab dan syarat agak bisa dibuka lagi   ,Negatif
syopi soalnya tiktok shop udah ditutup memekk la,Negatif
koko hao uring uringan gak ya pas tiktok shop ditutup ,Negatif
  Affiliate tiktok shop kak? Skrg kan udah ditutup ya?,Positif
"  Kemarin ada kurir Jnt anter paket dan bilang  skrg udh di upah per paket, gaji pokok udh dihapuskan semenjak tiktop shop ditutup. Krn dulu cuman platform tiktok shop yg sering pakai jasa sampe bejibun tuh paket. Klo toko oren kan ada udh pengiriman tersendirinya""""",Positif
 Nyokap gw ampe bikin akun tiktok pake foto baby E buat mantengin tiktok live terus belanja. Untung dah ditutup itu tiktok shop nya,Positif
"Tiba-tiba keinget pernah thrift kemeja abu di tiktok shop (sebelum ditutup) terus datengnya malah kaya koko, anjing. 😭 I look like bapak bapak mau ke masjid. 🥰 Belum gw pake dikasih siapa ya ga punya bapak",Positif
" nasib umkm yang kena dampak dari tiktok shop ditutup di urus juga pak, diregulasi harus nya bisa dengan tidak ditutup langsung, tolong umkm yang bergantung dari online juga,..semua setuju bahayanya project S , tapi kebijakan yg diambil jangan merugikan umkm kecil online juga..pls",Negatif
Nasib Para Pengrajin Sandal di Kota Mojokerto Pasca TikTok Shop Ditutup. 👇  Sudah satu bulan TikTok Shop ditutup menyusul kebijakan pemerintah yang melarang media sosial (medsos) memiliki…      via ,Negatif
 Semenjak tiktok shop ditutup. Gw urh jarang2 buka apl tiktok isi nya orng gak jelas semua cont ky gtu.,Negatif
"  Dengan boikot akan ada peluang baru buat produk lokal naik dan membuka lowongongan kerja baru karena itulah dinamika kehidupan,nggak usah berlebihan toh tiktok shop ditutup hidup tetap berputar dan ada yg gulung tikar ada yg bangkit.",Positif
" Sebagai contoh Tiktok shop,di perkirakan 10k-20k orang kehilangan pekerjaan/berkurangnya pendapatan karena tik tok shop ditutup",Negatif
 Om titip tiktok shop ya Kalau menang dibuka lagi ya Orang awam kayak saya masih bingung kenapa ditutup 🙏🙏🙏,Positif
Tiktok shop udah ditutup per 4 Oktober 2023. Tapi masih ninggalin perdebatan buat pedagang offline di pasar. Yuk kita lihat plus minus belanja offline dan online itu apa aja sih dan lebih efektif mana? Kalo G-Friends tim yang mana nih offline atau online? 🤔   ,Positif
" Setelah tiktok shop ditutup, kamu sekarang jualan daster putih dimana?",Negatif
Setelah Tiktok Shop ditutup muncul lagi masalah baru tentang pedagang yang pengen E-Commerce juga ikutan ditutup. Tentu ini jadi perdebatan baru di Indonesia karena menuai pro dan kontra soal kasus ini. Selengkapnya di     ,Positif
Mendag Zulhas Ingatkan WhatsApp Jangan Ikut Buka Warung Usai TikTok Shop Ditutup  via ,Negatif
" Bukannya udah dr kmren² ya cha, pas marak tiktok shop ditutup?",Negatif
"WhatsApp cukup chatting ajalah sama bikin WAG jadi arena curcol🤣🤣🤣...  TikTok Shop Ditutup, Mendag: WhatsApp Jangan Ikut Buka Warung  ",Negatif
Ehhhh sumpah di YouTube bisa jualan juga skrng.... Awesome... Kasian TikTok shop malah ditutup...,Positif
"WhatsApp jangan ikutan buka Warung, meski Tiktok Shop ditutup.  Aku baru tahu lho kalo WhatsApp  ternyata adalah Social Commerce.  Tapi guys kita tetap gak bisa jualan langsung di situ, muk promosi bisnis aja.   Saya kira WhatsApp adanya di sini (social commerce), lebih adil.… ",Positif
"Saham-saham e-commerce asal Indonesia menguat emang bagus ketika tiktok shop ditutup. Tapi kalo secara fitur tiktok shop lebih diperlukan dan harus dibuka lagi, sebaiknya menggandeng e-commerce asal Indonesia.",Positif
"TikTok Shop Ditutup, Begini Cara Belanja Online di WhatsApp ",Negatif
"TikTok Shop Ditutup, Begini Cara Belanja Online di WhatsApp  ",Negatif
"TikTok Shop Ditutup, Mendag: WhatsApp Jangan Ikut Buka Warung  ",Negatif
 Mau daftar jadi buzzer politik gmn ya? Ajarin dong sepuh..buat makan nih.mana tiktok shop ditutup lagi,Negatif
" Pedagang kecil sih, sama seperti tiktok shop ditutup yang rugi adalah banyaknya karyawan J*T yang tidak ada pekerjaan",Negatif
" Aku tiktok affiliate, semenjak tiktok shop ditutup gaada duit jajan tambahan lagi",Negatif
TikTok Shop ditutup? Bakal Bikin Aplikasi Sendiri? Ini Penjelasannya ,Positif
Kenapa tiktok shop ditutup cepet banget sama pemerintah tapi judi online ga selesai selesai masalahnya?,Positif
"[TikTok Shop Ditutup?]  Halo Sobat Entrepreneur! 👋  Bener nggak sih TikTok Shop ditutup? Kira-kira kenapa ya? Yuk, simak informasi di atas!  Semoga informasi di atas bermanfaat yaa. ",Positif
"TikTok Shop Ditutup, Lazada Ikut Kebanjiran Seller Baru?     ",Positif
"  Apk ditutup? Banyak kali ditutup tpi klo mksd lu tiktok shop mah emang pantes di tutup. Lagian tiktok shop kan masih di app tiktok, bukan app tersendiri",Positif
"Setelah TikTok Shop ditutup, kini pedagang di pasar Tanah Abang meminta agar e-commerce seperti Shopee dan Lazada ikut ditutup. Lalu apakah e-commerce memang memberikan dampak buruk atau justru pedagang di pasar yang tidak bisa mengikuti perkembangan zaman? ",Negatif
"Bebarapa waktu lalu, Tiktok Shop resmi ditutup.  Melalui Peraturan Menteri Perdagangan atau Permendag Nomor 31 Tahun 2023, pemerintah Indonesia resmi melarang TikTok Shop untuk menyediakan fitur transaksi jual beli secara langsung. ",Negatif
"[Saksi Bisu : Setelah Tiktok Shop, Kini Pedagang Minta Shopee Dan Lazada Ditutup]  Halo Udayana dan Indonesia, Salam Bangkit! ",Negatif
"  Bisa jadi tiktok sedang di sandera pak lurah dengan iming2 tiktok shop akan di buka lagi, secara tdk masuk akal hanya gra2 tanah abang sepi tiktok shop ditutup pdahal bnyak juga umkm sluruh indonesia jualan dsana",Positif
